city;country;population
Úpice;Czech Republic;5959
Uničov;Czech Republic;12385
Tvarožná;Czech Republic;1159
Trutnov;Czech Republic;31398
Traplice;Czech Republic;1139
Svratka;Czech Republic;1539
Rýmařov;Czech Republic;9069
Rapotín;Czech Republic;3009
Příšovice;Czech Republic;1277
Příbor;Czech Republic;8789
Prague;Czech Republic;1165581
Počátky;Czech Republic;2719
Písek;Czech Republic;29774
Osík;Czech Republic;1051
Nový Knín;Czech Republic;1779
Miroslav;Czech Republic;3017
Luby;Czech Republic;2525
Liptál;Czech Republic;1403
Lipovec;Czech Republic;1199
Lipov;Czech Republic;1437
Libiš;Czech Republic;2333
Komárov;Czech Republic;2418
Kobeřice;Czech Republic;3228
Kadaň;Czech Republic;18759
Jilemnice;Czech Republic;5777
Husinec;Czech Republic;1339
Hronov;Czech Republic;6516
Hrádek;Czech Republic;1321
Horní Počernice;Czech Republic;14296
Herálec;Czech Republic;1269
Frýdlant nad Ostravicí;Czech Republic;9824
Frýdlant;Czech Republic;7471
Dolní Lhota;Czech Republic;1308
Dolní Čermná;Czech Republic;1371
Chropyně;Czech Republic;5172
Choceň;Czech Republic;9008
Černošín;Czech Republic;1097
Byšice;Czech Republic;1170
Brno;Czech Republic;379466
Březová;Czech Republic;1307
Zwochau;Germany;1167
Ziertheim;Germany;1011
Wurzen;Germany;15233
Wörthsee;Germany;4589
Wolfegg;Germany;3440
Wittmund;Germany;21355
Wirsberg;Germany;2003
Wilhelmshaven;Germany;84393
Wildsteig;Germany;1245
Wildpoldsried;Germany;2501
Wiederstedt;Germany;1159
Wieda;Germany;1501
Weißig;Germany;1013
Weidenstetten;Germany;1249
Wehrheim;Germany;9383
Wechingen;Germany;1416
Wassertrüdingen;Germany;6245
Wasserburg;Germany;3238
Wasbek;Germany;2192
Wanderup;Germany;2270
Waldsieversdorf;Germany;1314
Waigolshausen;Germany;2931
Volkmarode;Germany;4079
Vechta;Germany;29729
Utting am Ammersee;Germany;3983
Upgant-Schott;Germany;3836
Uffenheim;Germany;6542
Uebigau;Germany;2300
Trulben;Germany;1338
Trittau;Germany;7688
Triftern;Germany;5419
Tremsbüttel;Germany;1891
Thune;Germany;1536
Thierstein;Germany;1278
Themar;Germany;3083
Teupitz;Germany;1881
Markt Taschendorf;Germany;1075
Tapfheim;Germany;4077
Tannhausen;Germany;1868
Tambach-Dietharz;Germany;4354
Täferrot;Germany;1045
Sulzburg;Germany;2717
Stuttgart;Germany;630305
Steinhagen;Germany;2738
Stegen;Germany;4490
Staig;Germany;3205
Staaken;Germany;46369
Sonthofen;Germany;21285
Simmerath;Germany;15646
Seyda;Germany;1043
Seebergen;Germany;1334
Spiegelau;Germany;4132
Schulzendorf;Germany;7452
Schönsee;Germany;2720
Schöningen;Germany;13265
Schöneck;Germany;3728
Schönau-Berzdorf;Germany;1796
Schönau am Königssee;Germany;5319
Schlüsselfeld;Germany;5848
Schernberg;Germany;3427
Scheinfeld;Germany;4770
Satrup;Germany;3581
Sankt Sebastian;Germany;2508
Sankt Martin;Germany;1872
Sankt Julian;Germany;1260
Sankelmark;Germany;1358
Sand;Germany;3181
Salzkotten;Germany;24561
Rust;Germany;3577
Rümmingen;Germany;1494
Roxheim;Germany;2375
Rothenbuch;Germany;1976
Rohrsen;Germany;1080
Rohr;Germany;3357
Rodewisch;Germany;7577
Longaví;Chile;6325
El Monte;Chile;23090
Concepción;Chile;223574
Cañete;Chile;20158
La Tirana;Chile;51896
Zhadong;China;0
Waxxari;China;5886
Tengyue;China;127133
Qiemo;China;18893
Pubu;China;0
Jiding;China;0
Dartang;China;0
Xinhe;China;0
Wusu;China;72587
Jimsar;China;0
Aksu;China;535657
Kax;China;23543
Xindu;China;0
Yaxing;China;76427
Zigong;China;1262064
Zhenping Chengguanzhen;China;181528
Zaoyang;China;184509
Kunshan;China;2092496
Yuanjiazhuang;China;0
Yongchang Chengguanzhen;China;0
Yinma;China;83872
Yingshang Chengguanzhen;China;61771
Yinggen;China;0
Yichang;China;1350150
Xinzhi;China;72303
Xinji;China;145911
Xinglong;China;11543
Xindi;China;175761
Xincheng;China;0
Xincheng;China;0
Xin’an;China;0
Xianxi;China;2910
Xianju;China;61532
Xianghu;China;0
Xiangdong;China;0
Wuxuan;China;0
Wenjiang;China;68433
Tiantang;China;0
Shuiche;China;3550
Shiye;China;9069
Shishi;China;0
Shichuan;China;39645
Shanji;China;50617
Shancheng;China;0
Sanming;China;602166
Rende;China;0
Rongxian;China;0
Renhua;China;0
Qiongxi;China;0
Qinnan;China;55975
Qianqiu;China;0
Qiagai;China;3353
Longcheng;China;0
Picheng;China;64585
Guang’an;China;858159
Nanzhou;China;54449
Nantong;China;2273326
Hongshui;China;0
Mingcun;China;53926
Mengyan;China;10572
Maima;China;7282
Ma’anshan;China;741531
Luocheng;China;73581
Luhua;China;0
Longzhou;China;0
Longtou’an;China;2790
Lixian;China;58300
Liquan Chengguanzhen;China;0
Lintingkou;China;3521
Linkou;China;2270
Liancheng;China;60504
Ningshan Chengguanzhen;China;0
Jingzhou;China;1052282
Jingling;China;224871
Jinghai;China;0
Jielong;China;48018
Jian’ou;China;59187
Jiangluo;China;19204
Jiang’an;China;67776
Hutang;China;56370
Longquan;China;0
Huangshan;China;20136
Huaicheng;China;89294
Huacheng;China;101165
Hezhang;China;0
Hebeitun;China;4248
Guyang;China;0
Guozhen;China;85415
Guandu;China;2064
Gonghe;China;0
Gaozhou;China;292164
Gaoliu;China;48485
Fuzhou;China;1089888
Encheng;China;110921
Dongying;China;998968
Dongtai;China;110988
Dingshi;China;19543
Dakoutun;China;5814
Chuimatan;China;0
Chongkan;China;27745
Chengtougu;China;1558
Chaotian;China;29424
Changyuan;China;186653
Chahe;China;30094
Basuo;China;444458
Baoyou;China;0
Bamencheng;China;3167
Anfu;China;40268
Gupo;China;8661
Sanmiao;China;35877
Dazhaicun;China;2000
Huachuan;China;0
Yanqing;China;0
Yanji;China;326957
Xicheng;China;0
Shulinzhao;China;0
Qing’an;China;0
Meihekou;China;99419
Jining;China;258757
Huanren;China;66147
Changshun;China;0
Fushun;China;1400646
Dongling;China;171454
Daban;China;0
Changping;China;93174
Baokang;China;0
Baiquan;China;0
Baicheng;China;316970
Dachuan;China;0
Changshu;China;1677050
Riegsee;Germany;1164
Rehburg-Loccum;Germany;10894
Rattelsdorf;Germany;4550
Radis;Germany;1342
Radebeul;Germany;32643
Putlitz;Germany;3100
Pretzschendorf;Germany;4440
Pretzier;Germany;1310
Pratau;Germany;1861
Pirk;Germany;1960
Pillnitz;Germany;3392
Peine;Germany;49953
Pechbrunn;Germany;1493
Parkstetten;Germany;2992
Osterburken;Germany;6371
Ohlstadt;Germany;3368
Oberstaufen;Germany;7190
Oberotterbach;Germany;1275
Obernzell;Germany;3843
Ober-Mörlen;Germany;5967
Nobitz;Germany;3858
Niederau;Germany;4334
Neustadt am Main;Germany;1327
Neumühle;Germany;2487
Neukirchen;Germany;1140
Neuerburg;Germany;1545
Neudietendorf;Germany;3059
Nentershausen;Germany;3166
Nennhausen;Germany;2100
Neckartenzlingen;Germany;6308
Mülheim;Germany;170921
Mühlau;Germany;2340
Mössingen;Germany;20010
Möglingen;Germany;10405
Mittelneufnach;Germany;1058
Memmingerberg;Germany;2579
Meisenheim;Germany;2887
Mauth;Germany;2566
Massenbachhausen;Germany;3676
Mammendorf;Germany;4540
Ludwigshafen am Rhein;Germany;163196
Ludwigsburg;Germany;87603
Luckau;Germany;10471
Lübeck;Germany;212207
Lübars;Germany;5160
Loschwitz;Germany;20696
Löf;Germany;1519
Lieberose;Germany;1638
Leuna;Germany;6929
Lenzen;Germany;2664
Lengede;Germany;12993
Lehrte;Germany;43920
Leese;Germany;1749
Lauingen;Germany;11068
Langenburg;Germany;1817
Küsten;Germany;1449
Krumpa;Germany;1139
Kröpelin;Germany;4044
Kottweiler-Schwanden;Germany;1435
Korschenbroich;Germany;33406
Klein Reken;Germany;14306
Kleinfurra;Germany;1243
Kissing;Germany;11150
Kirrweiler;Germany;2034
Kirchehrenbach;Germany;2304
Kirchberg;Germany;3797
Kenn;Germany;2550
Kemnitz;Germany;1253
Kelheim;Germany;15723
Kandel;Germany;8385
Jena;Germany;104712
Jänschwalde;Germany;2031
Jahnsdorf;Germany;6117
Irrel;Germany;1324
Immenhausen;Germany;7348
Illingen;Germany;18488
Hopferau;Germany;1050
Holzheim;Germany;3755
Hohenstein-Ernstthal;Germany;16542
Höhenberg;Germany;12133
Hilzingen;Germany;8258
Hettstadt;Germany;3780
Hettenshausen;Germany;1935
Hessisch Oldendorf;Germany;20129
Herzberg am Harz;Germany;14948
Heroldsberg;Germany;7429
Hermeskeil;Germany;5710
Herbstein;Germany;5198
Hemdingen;Germany;1700
Hemau;Germany;8627
Heist;Germany;2675
Heimbach;Germany;1241
Heiligenroth;Germany;1435
Hayingen;Germany;2224
Hausen;Germany;3625
Harpstedt;Germany;4558
Halle;Germany;1779
Halberstadt;Germany;39729
Güstrow;Germany;31217
Groß-Umstadt;Germany;21758
Groß Rosenburg;Germany;1811
Groß-Rohrheim;Germany;3822
Großkarlbach;Germany;1157
Großbettlingen;Germany;4047
Großauheim;Germany;13129
Bad Griesbach;Germany;8431
Grafenhausen;Germany;2296
Glauburg;Germany;3147
Gingst;Germany;1554
Gimbsheim;Germany;3066
Gieboldehausen;Germany;4120
Geusa;Germany;1519
Geschwenda;Germany;2255
Gersten;Germany;1212
Germersheim;Germany;20972
Gerdau;Germany;1614
Gelting;Germany;1867
Geiselwind;Germany;2412
Gehrde;Germany;2391
Gebsattel;Germany;1826
Gars;Germany;3802
Furth;Germany;3236
Fuchsstadt;Germany;1819
Friedrichstadt;Germany;7717
Friedrichsort;Germany;2100
Friedland;Germany;3597
Framersheim;Germany;1682
Floß;Germany;3534
Feldkirchen;Germany;5573
Faulbach;Germany;2784
Ernsgaden;Germany;1445
Erlenbach am Main;Germany;10235
Erbes-Büdesheim;Germany;1385
Enkirch;Germany;1662
Elz;Germany;7972
Elbingerode;Germany;4112
Eisfeld;Germany;5855
Edersleben;Germany;1173
Eching;Germany;3516
Eberswalde;Germany;41980
Eberstadt;Germany;3336
Ebeleben;Germany;3155
Droyßig;Germany;1907
Dötlingen;Germany;6122
Dortmund;Germany;588462
Dollbergen;Germany;2331
Doberschau;Germany;1187
Dietingen;Germany;3953
Diespeck;Germany;3690
Zīārat-e Shāh Maqşūd;Afghanistan;0
Zaṟah Sharan;Afghanistan;7366
Zaranj;Afghanistan;49851
Sāyagaz;Afghanistan;0
Sar Kāṉī;Afghanistan;0
Sarfirāz Kalā;Afghanistan;0
Urgun;Afghanistan;0
Ḩukūmat-e Nād ‘Alī;Afghanistan;0
Kushk;Afghanistan;16952
Kōṯowāl;Afghanistan;0
Khamyāb;Afghanistan;0
Kanḏay;Afghanistan;0
Jalrēz;Afghanistan;0
Jalālābād;Afghanistan;271900
Deh-e Now;Afghanistan;0
Barg-e Matāl;Afghanistan;0
Amānzī;Afghanistan;0
‘Alāqahdārī-ye Almār;Afghanistan;0
Surkh Bilandī;Afghanistan;0
Bāzārak;Afghanistan;65000
Pas Pul;Afghanistan;0
Potters Village;Antigua and Barbuda;1433
Farrington;Anguilla;0
Island Harbour;Anguilla;0
Sult;Albania;0
Polis-Gostimë;Albania;0
Funarë;Albania;0
Zharrëz;Albania;0
Nicaj-Shalë;Albania;0
Rrogozhinë;Albania;7049
Kastrat;Albania;0
Zarrit’ap’;Armenia;1323
Avshar;Armenia;4215
Vardenis;Armenia;11382
Nor Armavir;Armenia;1597
Kotayk’;Armenia;1510
Hnaberd;Armenia;1817
Kaputan;Armenia;1252
Argel;Armenia;2528
Arevik;Armenia;2455
Arevashat;Armenia;1403
Aramus;Armenia;3214
Nshavan;Armenia;1916
Nizami;Armenia;1060
Taronik;Armenia;1874
Moçâmedes;Angola;80149
Wanda;Argentina;15529
Villa Elisa;Argentina;9334
Tortuguitas;Argentina;41390
San Pedro;Argentina;47452
San Miguel del Monte;Argentina;0
San Ignacio;Argentina;0
San Cayetano;Argentina;0
Puerto Tirol;Argentina;9767
Nuestra Señora del Rosario de Caa Catí;Argentina;7573
Magdalena;Argentina;0
General Conesa;Argentina;0
Villa General Mitre;Argentina;3605
Valle Grande;Argentina;0
Ucacha;Argentina;4747
Tilisarao;Argentina;5478
San Isidro;Argentina;0
Río Primero;Argentina;7389
Monte Buey;Argentina;5497
Los Telares;Argentina;2032
Leones;Argentina;9971
Las Varas;Argentina;1017
Las Higueras;Argentina;5282
La Merced;Argentina;0
Hernández;Argentina;1801
General Conesa;Argentina;5595
General Cabrera;Argentina;10351
El Trébol;Argentina;10871
Cuchillo Có;Argentina;0
Cruz del Eje;Argentina;28166
Coronel Pringles;Argentina;0
Contraalmirante Cordero;Argentina;2782
Cafayate;Argentina;11785
Cachí;Argentina;2189
Ingeniero Pablo Nogués;Argentina;38470
Vaitogi;American Samoa;1436
Zöbern;Austria;729
Zillingtal;Austria;933
Wullersdorf;Austria;737
Werndorf;Austria;2365
Viehhausen;Austria;2136
Unterpremstätten;Austria;2196
Unterperfuss;Austria;224
Ungerdorf;Austria;900
Tristach;Austria;1437
Thüringen;Austria;2222
Thaya;Austria;611
Terfens;Austria;417
Strasshof an der Nordbahn;Austria;10009
Straden;Austria;283
Stössing;Austria;256
Steyr;Austria;38331
Steeg;Austria;254
Stadl-Paura;Austria;0
Schwoich;Austria;2515
Schiefling am See;Austria;864
Sankt Ruprecht;Austria;7442
Sankt Ilgen;Austria;269
Salzburg;Austria;157245
Rudersdorf;Austria;1688
Roitham;Austria;1017
Rohrbach bei Mattersburg;Austria;2707
Pucking;Austria;1751
Pramet;Austria;410
Prambachkirchen;Austria;1164
Pöllau;Austria;6014
Piesendorf;Austria;2062
Pflach;Austria;888
Ottenthal;Austria;428
Offenhausen;Austria;1010
Neukirchen an der Vöckla;Austria;333
Mörtschach;Austria;249
Mooskirchen;Austria;614
Bad Pirawarth;Austria;1238
Ligist;Austria;708
Lans;Austria;1096
Langenrohr;Austria;1320
Langen;Austria;1405
Kufstein;Austria;9848
Hintersee;Austria;252
Hagenbrunn;Austria;1875
Gratwein;Austria;3729
Fuschl am See;Austria;1520
Freiland bei Deutschlandsberg;Austria;150
Faistenau;Austria;559
Erpfendorf;Austria;1141
Eisgarn;Austria;359
Edelstal;Austria;747
Ebenthal;Austria;923
Dellach im Drautal;Austria;677
Bad Schönau;Austria;481
Bad Hofgastein;Austria;2951
Attnang-Puchheim;Austria;8908
Gerlosberg;Austria;465
Nebelberg;Austria;144
Eggendorf;Austria;4794
Wasserburg;Austria;0
Hart;Austria;1194
Brandln;Austria;2964
Oberhaid;Austria;5100
Föderlach I;Austria;1012
Murray Bridge;Australia;14491
Middle Swan;Australia;2841
Marino;Australia;2088
Karnup;Australia;1351
Ingle Farm;Australia;8679
Guildford;Australia;1986
Freeling;Australia;2204
Donnybrook;Australia;2656
Cowaramup;Australia;1798
Leanyer;Australia;4557
Wondai;Australia;1963
Wingham;Australia;5329
Tarro;Australia;1636
Seven Hills;Australia;19196
Saint Andrews;Australia;1195
Rockdale;Australia;15436
Raworth;Australia;1721
Queanbeyan;Australia;6296
Portland;Australia;2326
Pascoe Vale;Australia;18171
Nyora;Australia;1644
North Turramurra;Australia;4228
Noosa Heads;Australia;7041
Newstead;Australia;2163
Mulgoa;Australia;1848
Mordialloc;Australia;8027
Mirani;Australia;1504
Lorne;Australia;1196
Lismore;Australia;3924
Lisarow;Australia;5036
Lakemba;Australia;16921
Lake Illawarra;Australia;3120
Hurstbridge;Australia;3363
Howard;Australia;1332
Haberfield;Australia;6363
Epping;Australia;23435
Edithvale;Australia;5683
Dora Creek;Australia;1613
Deer Park;Australia;18145
Cronulla;Australia;17703
Creswick;Australia;3164
Cressy;Australia;1077
Coogee;Australia;15333
Cobar;Australia;4173
Cleveland;Australia;14541
Charlestown;Australia;11725
Carrum Downs;Australia;21976
Broken Hill;Australia;18027
Booker Bay;Australia;1307
Blackwater;Australia;6089
Bingara;Australia;1435
Bilinga;Australia;1909
Bexley;Australia;19664
Bairnsdale;Australia;15411
Bagdad;Australia;1337
Woolooware;Australia;3890
Mount Keira;Australia;1613
Seaforth;Australia;6998
Windsor;Australia;6983
East Melbourne;Australia;6196
Stirling;Australia;9625
Logan City;Australia;326615
Dawesville;Australia;5473
Caulfield South;Australia;11630
Mount Helen;Australia;3092
Galiwinku;Australia;2182
Long Beach;Australia;1362
Marcoola;Australia;3337
Maslin Beach;Australia;1115
Fingal Bay;Australia;1636
Freemans Reach;Australia;1958
Lake Cathie;Australia;3342
Leinster;Australia;1334
Thursday Island;Australia;2992
Wickham;Australia;2594
Moorebank;Australia;9621
Acacia Gardens;Australia;3780
Holt;Australia;4524
Gunbalanya;Australia;1121
Abbey;Australia;1225
Bokarina;Australia;1336
Plumpton;Australia;9208
Regency Downs;Australia;2257
Sheldon;Australia;1667
Onkaparinga Hills;Australia;2468
Safety Beach;Australia;4587
St Marys;Australia;2746
Glynde;Australia;1903
Banksia Beach;Australia;5915
Copacabana;Australia;2656
Ainslie;Australia;5067
Lethbridge Park;Australia;4760
Macquarie Fields;Australia;13686
Mawson;Australia;3163
Anstead;Australia;1474
Kuraby;Australia;8037
Maroochy River;Australia;1470
Karawara;Australia;2069
Cooee Bay;Australia;1006
Sunset Beach;Australia;1462
Braitling;Australia;3023
Amaroo;Australia;5628
Wattle Grove;Australia;8885
Kirwan;Australia;21034
Highgate;Australia;2198
Southern River;Australia;12852
Lakewood;Australia;1129
Lane Cove North;Australia;11345
Chandler;Australia;1409
Wynnum West;Australia;12018
Hadfield;Australia;5589
North Warrandyte;Australia;2872
Kilsyth South;Australia;2931
Frankston South;Australia;18801
South Turramurra;Australia;3034
Spring Farm;Australia;4263
Telopea;Australia;5413
Henley Beach;Australia;5840
Woodville South;Australia;3333
Elizabeth North;Australia;3479
Hamilton;Australia;4187
Tingira Heights;Australia;2083
West Woombye;Australia;1006
Maitland city centre;Australia;2050
Kalamunda;Australia;6744
Rossmore;Australia;2286
Tanki Leendert;Aruba;21500
Lumparland;;335
Kökar;;355
Hammarland;;1395
Kizhaba;Azerbaijan;4567
Xıllı;Azerbaijan;3896
Saray;Azerbaijan;10173
Shamkhor;Azerbaijan;35421
Qutqashen;Azerbaijan;11867
Divichibazar;Azerbaijan;23248
Martakert;Azerbaijan;10167
Tržačka Raštela;Bosnia and Herzegovina;6617
Hadžići;Bosnia and Herzegovina;7173
Gostovići;Bosnia and Herzegovina;5802
Dubravica;Bosnia and Herzegovina;3868
Drinić;Bosnia and Herzegovina;0
Donja Mahala;Bosnia and Herzegovina;5565
Pajić Polje;Bosnia and Herzegovina;4026
Teknāf;Bangladesh;40557
Rājshāhi;Bangladesh;763580
Rangpur;Bangladesh;1031388
Bāndarban;Bangladesh;32523
Kālia;Bangladesh;40492
Zwijndrecht;Belgium;18249
Zoerle-Parwijs;Belgium;2292
Zichen-Zussen-Bolder;Belgium;3250
Zandbergen;Belgium;1750
Woumen;Belgium;1284
Wolvertem;Belgium;8045
Willemeau;Belgium;1667
Wemmel;Belgium;14406
Warsage;Belgium;1755
Waasmunster;Belgium;10460
Waardamme;Belgium;2103
Tubize;Belgium;18000
Thy-le-Château;Belgium;2417
Thommen;Belgium;2342
Teralfene;Belgium;4525
Solre-sur-Sambre;Belgium;2650
Schaerbeek;Belgium;132761
Saintes;Belgium;2807
Rotselaar;Belgium;15007
Rosières;Belgium;2184
Roksem;Belgium;1594
Pulderbos;Belgium;2819
Poulseur;Belgium;1827
Pironchamps;Belgium;2000
Othée;Belgium;1630
Oreye;Belgium;3373
Oppuurs;Belgium;2052
Oplinter;Belgium;2317
Onkerzele;Belgium;3108
Oetingen;Belgium;2172
Niel-bij-As;Belgium;2538
Mussy-la-Ville;Belgium;1694
Klokotnica;Bosnia and Herzegovina;0
Tertre;Belgium;4792
Temploux;Belgium;2080
Steenhuffel;Belgium;2919
Micheroux;Belgium;1501
Meux;Belgium;2217
Marchienne-au-Pont;Belgium;15154
Liège;Belgium;195278
Le Roux;Belgium;1510
Kortenaken;Belgium;7374
Kester;Belgium;1800
Kersbeek-Miskom;Belgium;1298
Hotton;Belgium;4969
Herbeumont;Belgium;1612
Hellebecq;Belgium;1053
Haine-Saint-Pierre;Belgium;7662
Godarville;Belgium;2392
La Paz;Colombia;1135
Iscuandé;Colombia;4875
Guadalupe;Colombia;15913
Gómez Plata;Colombia;8235
Nueva Granada;Colombia;20239
Funza;Colombia;54421
Fómeque;Colombia;5389
Ashburnham;United States;5643
Belchertown;United States;2899
Beverly;United States;41186
Bliss Corner;United States;5280
Canton;United States;21679
Dedham;United States;24729
Dracut;United States;28831
Granville;United States;1548
Harwich;United States;13059
Harwich Port;United States;1644
Lowell;United States;110699
New Bedford;United States;101079
Northborough;United States;6167
Northbridge;United States;14061
South Dennis;United States;3643
Whitman;United States;14495
Bangor;United States;32391
Burnham;United States;1187
Deer Isle;United States;1950
Dexter;United States;2158
Dixmont;United States;1107
Greene;United States;4238
Hartford;United States;1001
Lisbon;United States;9392
Monmouth;United States;3935
Searsmont;United States;1221
Skowhegan;United States;6297
Topsham;United States;5931
Winslow;United States;7794
Armada;United States;1744
Bessemer;United States;1770
Brooklyn;United States;1198
Carleton;United States;2338
Clio;United States;2536
East Lansing;United States;48471
Harbor Beach;United States;1634
Iron Mountain;United States;7504
Mount Pleasant;United States;26060
Perry;United States;2100
Pleasant Ridge;United States;2556
Roseville;United States;47637
Saint Johns;United States;7865
Sturgis;United States;10896
West Ishpeming;United States;2662
Wolverine Lake;United States;4312
